URL,Confidence,Source_Count,First_Source
http://ameen-alkhalij.com/dist/images/star.png,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://opensiteexplorer.org/dotbot;,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
"https://lbmail.path-solutions.com/owa/auth/logon.aspx?url=https%3a%2f%2flbmail.path-solutions.com%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
"https://mail.pmdstore.com/owa/auth/logon.aspx?url=https%3a%2f%2fmail.pmdstore.com%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
https://121.128.168.4/owa/auth/logon.aspx?url=https%3a%2f%2f121.128.168.4%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
http://ameen-alkhalij.com/api/index/init,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2fsl2pr01ca0008.apcprd01.prod.exchangelabs.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=3aa14712-61ea-1c2e-5b6a-5c4e59990f63&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&nonce=637888181874269991.8f5d5c3a-37af-4561-a1ae-4e8df68526e4&state=DYvJDYAwDMBSEOOEEpqr40S0_fJkfSLL_rkAwJ5uabkyYNrM3SkxvrX3TqcvGfK0wGaxkEUJg2IiTx9LXW6dXPI96vtF_QE,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://213.175.164.86/owa/auth/logon.aspx?url=https%3a%2f%2f213.175.164.86%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
"https://222.101.130.97/owa/auth/logon.aspx?url=https%3a%2f%2f222.101.130.97%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://121.134.12.29/owa/auth/logon.aspx?url=https%3a%2f%2f121.134.12.29%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://203.253.179.25/owa/auth/logon.aspx?url=https%3a%2f%2f203.253.179.25%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://52.231.94.2/owa/auth/logon.aspx?url=https%3a%2f%2f52.231.94.2%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://1.235.214.70/owa/auth/logon.aspx?url=https%3a%2f%2f1.235.214.70%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://docs.getodin.com/),unknown,1,Malwares and Logs/access.log
"https://fs.unist.ac.kr/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2f114.70.17.10%2fowa%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fowa%252f&wct=2022-05-22T15%3a43%3a17Z,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://220.72.230.120/owa/auth/logon.aspx?url=https%3a%2f%2f220.72.230.120%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://203.229.186.184/owa/auth/logon.aspx?url=https%3a%2f%2f203.229.186.184%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://211.232.143.85/owa/auth/logon.aspx?url=https%3a%2f%2f211.232.143.85%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://118.33.122.78/owa/auth/logon.aspx?url=https%3a%2f%2f118.33.122.78%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
http://ameen-alkhalij.com/z03.html,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
"https://194.126.30.13/owa/auth/logon.aspx?url=https%3a%2f%2f194.126.30.13%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
https://58.87.39.137/owa/auth/logon.aspx?url=https%3a%2f%2f58.87.39.137%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://183.109.79.190/owa/auth/logon.aspx?url=https%3a%2f%2f183.109.79.190%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://211.52.68.165/owa/auth/logon.aspx?url=https%3a%2f%2f211.52.68.165%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://owa.fnb.com.lb/owa/auth/logon.aspx?url=https%3a%2f%2fowa.fnb.com.lb%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
http://ameen-alkhalij.com/css/main.css,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
http://ameen-alkhalij.com/user/reg.php,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://110.45.247.238/owa/auth/logon.aspx?url=https%3a%2f%2f110.45.247.238%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
http://ameen-alkhalij.com/mytio/config/base,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://210.206.223.64/owa/auth/logon.aspx?url=https%3a%2f%2f210.206.223.64%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
https://103.12.248.175/owa/auth/logon.aspx?url=https%3a%2f%2f103.12.248.175%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
https://13.209.161.90/owa/auth/logon.aspx?url=https%3a%2f%2f13.209.161.90%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
http://ameen-alkhalij.com/1.html,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
http://ameen-alkhalij.com/mobile/get_item_list,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
"https://80.89.191.8/owa/auth/logon.aspx?url=https%3a%2f%2f80.89.191.8%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
https://52.231.94.2/owa/auth/logon.aspx?url=https%3a%2f%2f52.231.94.2%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
https://211.118.15.54/owa/auth/logon.aspx?url=https%3a%2f%2f211.118.15.54%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
https://1.201.154.70/owa/auth/logon.aspx?url=https%3a%2f%2f1.201.154.70%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://220.72.230.120/owa/auth/logon.aspx?url=https%3a%2f%2f220.72.230.120%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://webmail.hanchem.com/owa/auth/logon.aspx?url=https://webmail.hanchem.com/owa/&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
http://ameen-alkhalij.com/procoin/config/all.do,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://211.115.121.246/owa/auth/logon.aspx?url=https%3a%2f%2f211.115.121.246%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://113.198.254.134/owa/auth/logon.aspx?url=https%3a%2f%2f113.198.254.134%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
http://ameen-alkhalij.com/img/nyyh/chkjs.js,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://222.111.172.71/owa/auth/logon.aspx?url=https%3a%2f%2f222.111.172.71%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://211.245.238.139/owa/auth/logon.aspx?url=https%3a%2f%2f211.245.238.139%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
http://ameen-alkhalij.com/homes/,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://210.223.182.13/owa/auth/logon.aspx?url=https%3a%2f%2f210.223.182.13%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://203.228.170.65/owa/auth/logon.aspx?url=https%3a%2f%2f203.228.170.65%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://210.205.3.241/owa/auth/logon.aspx?url=https%3a%2f%2f210.205.3.241%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://124.137.132.10/owa/auth/logon.aspx?url=https%3a%2f%2f124.137.132.10%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
https://github.com/xaitax/CVE-2024-21887,unknown,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0041-0042.md
"https://email.areeba.com/owa/,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
http://ameen-alkhalij.com/home.html,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
"https://168.154.245.55/owa/,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://www.faisaljassim.ae/,unknown,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/گزارش نفوذ به ایمیلpdf/analysis_pages_0001-0002.md
https://210.96.167.12/owa/auth/logon.aspx?url=https%3a%2f%2f210.96.167.12%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
https://218.159.195.161/owa/auth/logon.aspx?url=https%3a%2f%2f218.159.195.161%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
https://61.32.26.204/owa/auth/logon.aspx?url=https%3a%2f%2f61.32.26.204%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://mail.oek.omron.co.kr/owa/auth/logon.aspx?url=https://mail.oek.omron.co.kr/owa/&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://211.231.146.160/owa/auth/logon.aspx?url=https%3a%2f%2f211.231.146.160%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://mailleb.nextcarehealth.com/owa/auth/logon.aspx?url=https%3a%2f%2fmailleb.nextcarehealth.com%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
"https://1.214.196.82/owa/auth/logon.aspx?url=https%3a%2f%2f1.214.196.82%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://124.136.60.16/owa/auth/logon.aspx?url=https%3a%2f%2f124.136.60.16%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
http://ameen-alkhalij.com/api/client/app/config.do,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://121.162.152.250/owa/auth/logon.aspx?url=https%3a%2f%2f121.162.152.250%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://210.223.115.12/owa/auth/logon.aspx?url=https%3a%2f%2f210.223.115.12%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://121.128.1.162/owa/auth/logon.aspx?url=https%3a%2f%2f121.128.1.162%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://adfs.kfe.re.kr/adfs/ls?version=1.0&action=signin&realm=urn%3AAppProxy%3Acom&appRealm=a20a2ef0-0f2b-eb11-873a-00155d00402f&returnUrl=https%3A%2F%2Fexmail-mfa.kfe.re.kr%2Fowa%2F&client-request-id=0357C898-1A6B-0001-AAE2-83076B1AD801,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://210.110.233.79/owa/auth/logon.aspx?url=https%3a%2f%2f210.110.233.79%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://183.104.26.8/owa/auth/logon.aspx?url=https%3a%2f%2f183.104.26.8%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
http://ameen-alkhalij.com/banner.do%3Fcode%3D1,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://13.125.52.195/owa/auth/logon.aspx?url=https%3a%2f%2fmail.serveone.co.kr%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://218.155.162.70/owa/auth/logon.aspx?url=https%3a%2f%2f218.155.162.70%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://vpn.mizban-wd.online,unknown,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0035-0036.md
"https://58.224.35.21/owa/auth/logon.aspx?url=https%3a%2f%2f58.224.35.21%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
http://ameen-alkhalij.com/m/,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
http://ameen-alkhalij.com/api/Home/videoNew,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://118.33.87.36/owa/auth/logon.aspx?url=https%3a%2f%2f118.33.87.36%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
http://ameen-alkhalij.com/getLocale,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
http://ameen-alkhalij.com/index/aurl,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
"https://116.124.175.27/owa/auth/logon.aspx?url=https%3a%2f%2f116.124.175.27%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
http://ameen-alkhalij.com/public/css/style.css,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://1.233.8.222/owa/auth/logon.aspx?url=https%3a%2f%2f1.233.8.222%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://61.106.16.149/owa/auth/logon.aspx?url=https%3a%2f%2f61.106.16.149%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://103.13.55.32/owa/auth/logon.aspx?url=https%3a%2f%2f103.13.55.32%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
http://ameen-alkhalij.com/api/Index/index,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://fs.unist.ac.kr/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2f114.70.17.11%2fowa%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fowa%252f&wct=2022-05-22T15%3a43%3a17Z,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
https://121.176.79.19/owa/auth/logon.aspx?url=https%3a%2f%2f121.176.79.19%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
http://ameen-alkhalij.com/api/banner%3FappKey%3Dbxefdn,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
http://ameen-alkhalij.com/api,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
"https://hilbert.haigazian.edu.lb/owa/auth/logon.aspx?url=https%3a%2f%2fhilbert.haigazian.edu.lb%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
https://220.72.8.182/owa/auth/logon.aspx?url=https%3a%2f%2f220.72.8.182%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://dumail.d-union.com/owa/auth/logon.aspx?url=https%3a%2f%2fdumail.d-union.com%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
http://nmap.org/book/nse.html),unknown,1,Malwares and Logs/access.log
"https://61.75.80.29/owa/auth/logon.aspx?url=https%3a%2f%2f61.75.80.29%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://118.33.87.36/owa/auth/logon.aspx?url=https%3a%2f%2f118.33.87.36%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
http://ameen-alkhalij.com/admin,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://webmail.intimesolutions.net/owa/auth/webclient.aspx,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/TR_Exchange_target.txt
https://210.216.32.202/owa/auth/logon.aspx?url=https%3a%2f%2f210.216.32.202%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
https://115.23.240.78/owa/auth/logon.aspx?url=https%3a%2f%2f115.23.240.78%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
http://ameen-alkhalij.com/api/Config/getShowConfig,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://203.229.186.184/owa/auth/logon.aspx?url=https%3a%2f%2f203.229.186.184%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://183.103.51.4/owa/auth/logon.aspx?url=https%3a%2f%2f183.103.51.4%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://127.0.0.1:10221/...,unknown,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0047-0048.md
https://210.216.40.36/owa/auth/logon.aspx?url=https%3a%2f%2f210.216.40.36%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
https://183.103.178.31/owa/,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://210.216.32.232/owa/auth/logon.aspx?url=https%3a%2f%2f210.216.32.232%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
http://iaac-ac.ir/s/Hananeh-Azizi,unknown,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Image_Documents/حنانه عزیزیjpg_analysis.md
https://1.201.154.69/owa/auth/logon.aspx?url=https%3a%2f%2f1.201.154.69%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://mail.mentorarabia.org/owa/auth/logon.aspx?url=https%3a%2f%2fmail.mentorarabia.org%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
http://ameen-alkhalij.com/apis/globals,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://168.154.245.55/owa/,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://211.52.68.165/owa/auth/logon.aspx?url=https%3a%2f%2f211.52.68.165%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://mail.wurth.com.lb/owa/auth/logon.aspx?url=https%3a%2f%2fmail.wurth.com.lb%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
http://ameen-alkhalij.com/config,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://210.91.70.166/owa/auth/logon.aspx?url=https%3a%2f%2f210.91.70.166%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://193.188.128.10/owa/,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
http://ameen-alkhalij.com/api/shop/getKF,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
"https://mail.amineaour.com/owa/auth/logon.aspx?url=https%3a%2f%2fmail.amineaour.com%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
"https://tango.cumberland.com.lb/owa/auth/logon.aspx?url=https%3a%2f%2ftango.cumberland.com.lb%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
"https://mail.fbl.com.lb/owa/auth/logon.aspx?url=https%3a%2f%2fmail.fbl.com.lb%2fowa%2f&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
https://203.240.129.91/owa/auth/logon.aspx?url=https%3a%2f%2f203.240.129.91%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://114.204.7.7/owa/auth/logon.aspx?url=https://114.204.7.7/owa/&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://211.47.188.226/owa/auth/logon.aspx?url=https%3a%2f%2f211.47.188.226%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://103.12.248.175/owa/auth/logon.aspx?url=https%3a%2f%2f103.12.248.175%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
"https://210.92.210.139/owa/auth/logon.aspx?url=https%3a%2f%2f210.92.210.139%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://dataforseo.com/dataforseo-bot),unknown,1,Malwares and Logs/ameen-alkhalij.com.log
https://www.opencve.io,unknown,3,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/4d6bf3834e9afb8e3c3861bf2ad64a68d9c7d870_گزارش عملکرد ماهانه بهمن ماه_pdf/analysis_pages_0003-0004.md
https://github.com/Frederic-Pinel/CVE-2024-21887,unknown,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0041-0042.md
http://ameen-alkhalij.com/saconfig/secure/yunwei.js,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
"https://cndj.ndj.edu.lb/owa/auth/logon.aspx?url=https://cndj.ndj.edu.lb/owa/&reason=0,LB",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
https://61.74.157.202/owa/auth/logon.aspx?url=https%3a%2f%2f61.74.157.202%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
"https://121.178.208.16/owa/auth/logon.aspx?url=https%3a%2f%2f121.178.208.16%2fowa%2f&reason=0,P",unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
https://61.38.234.7/owa/auth/logon.aspx?url=https%3a%2f%2f61.38.234.7%2fowa%2f&reason=0,unknown,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv
http://ameen-alkhalij.com/Public/Home/js/cls.js,unknown,1,Malwares and Logs/ameen-alkhalij.com.log
